"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","recordedBy","morphospeciesIDRemarks","taxonIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","missingRecords100m2QF","duplicateTaxonIDPerBout100m2QF"
"C4C95CCC4ED748DD8D7A4FA3A933844E","D03","OSBS",,"31",29.703818,-81.956872,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIDI6","Dichanthelium dichotomum (L.) Gould","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"9F192B08031E4FFD9F0FC869B45724E5","D03","OSBS",,"31",29.703818,-81.956872,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRPU5","Crotalaria purshii DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"53A4D7CA499F4222A80560D27217927D","D03","OSBS",,"31",29.703818,-81.956872,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CHFL2","Chapmannia floridana Torr. & A. Gray","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"F01FEFF4D5B348CFBD0B897146E6DBB0","D03","OSBS",,"31",29.703818,-81.956872,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","SMSM","Smilax smallii Morong","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"617C29D057814650993C80C5B5D73444","D03","OSBS",,"31",29.703818,-81.956872,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ERAR13","Eryngium aromaticum Baldw.","species",,"Dalea","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"23489EAA93C74F988DF725F48E5FD154","D03","OSBS",,"31",29.703818,-81.956872,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","GAVO","Galactia volubilis (L.) Britton","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"4035DB29DDC543F1A806E4EE80E4F515","D03","OSBS",,"31",29.703818,-81.956872,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","AEVI","Aeschynomene viscidula Michx.","species",,"Tephrosia","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"8B387FB7DFD244C5977B738CDB6EB9D3","D03","OSBS",,"31",29.703818,-81.956872,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","POACEA","Poaceae sp.","family",,"Grass","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,2
"AD97090ABE13477B8578E496DFF1C73A","D03","OSBS",,"31",29.703818,-81.956872,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","MIMI22","Mimosa microphylla Dryand.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"6616831D72B243FFABFA45C3801CE5EB","D03","OSBS",,"31",29.703818,-81.956872,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"55AF1FA3850142269F55B20BC24B5D99","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIAC","Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"447EA20496734305BC3A5959944EEA18","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIMI5","Licania michauxii Prance","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"DEAE207E37DB448D8D5F49F3D24F1A51","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LITE6","Liatris tenuifolia Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"473B8A4C6BB5444FAA7FEB87CFDE81FB","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","GARE2","Galactia regularis (L.) Britton, Sterns & Poggenb.","species",,"Galactia","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"5D11CAF6F1B34423AA821182AA734365","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRPU5","Crotalaria purshii DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"417C97D371834B4895467DE58B8D814D","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRAR2","Croton argyranthemus Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"0F7C9483C8A14C859BD1274A0621C827","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","POACEA","Poaceae sp.","family",,"Andropogon","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,2
"EC51BFD7101E44E19443C94C4DFA3928","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"33D407256C9A4835A3FECAD9E1DAF041","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CAGR25","Callisia graminea (Small) G. Tucker","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"C3BE248073C44003850E1236F73A8312","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","PECA25","Pediomelum canescens (Michx.) Rydb.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"B085843C973847AC9334D290ED3E2D17","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Aster","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,"Canyza albida",,0,0,0,2
"BDB39D470E694B12A2E72317A522E587","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CUPRES","Cupressaceae sp.","family",,"Beak Sedge","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"F9FF4BF57A4744B1934307C6C46A05CF","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","QUMA6","Quercus margarettae (Ashe) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"6F651C6B3F5C4A0CB415BD23B58A0C16","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","HYWR3","Hypoxis wrightii (Baker) Brackett","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"8B24A0C7CFDB442DB43DCF6E98BF3C27","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STBI2","Stylosanthes biflora (L.) Britton, Sterns & Poggenb.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"41AD9CE9DC124E17B970BCC31FF0A662","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ERAR13","Eryngium aromaticum Baldw.","species",,"Dalea","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"9AF2F31642DE43FEAD108C02B84DDBE3","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","SCMU4","Scutellaria multiglandulosa (Kearney) Small ex Harper","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"54768285D9D14E1DA1641B5969B2C12A","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CYPL4","Cyperus planifolius Rich.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"571A6D5AF8EE4B9BADE2A8B084B33E96","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Rhynchospora","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"699A042E9B3B45B4881D40E789154F26","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","AEVI","Aeschynomene viscidula Michx.","species",,"Tephrosia","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,2
"0D04BE3487594F2CABC0D5E9AA355230","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIACA","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. acuminatum","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"9F7ACBF853604EEDAC73C5E5F16B5A52","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIOVO","Dichanthelium ovale (Elliott) Gould & C.A. Clark var. ovale","variety","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"105EA4D8C8E54F52B39016A1F319C9D4","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","MIMI22","Mimosa microphylla Dryand.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"D1E852F3F8B84784ACDE30E3A305A2C2","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","PIGR4","Pityopsis graminifolia (Michx.) Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"529C8E6AE8DC43E5BEAC820A6DE911A5","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHHA","Rhynchospora harveyi W. Boott","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"73CB8CF34D594A61AE9BE8B7AE970CF4","D03","OSBS",,"32",29.703827,-81.956780,"WGS84",2.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STPAA","Stylisma patens (Desr.) Myint ssp. angustifolia (Nash) Myint","subspecies",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"555E75646D4944CB9248C3E6825CA10A","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","QUIN","Quercus incana W. Bartram","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"D4B3175AA92249F6914E6D434DFEE985","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","GARE2","Galactia regularis (L.) Britton, Sterns & Poggenb.","species",,"Galactica","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"D0C1239E25044F3F893AB55ED2CECA12","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RUCA4","Ruellia caroliniensis (J.F. Gmel.) Steud.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"4A18C4EC41BD420A85D86876AEC9ED70","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ERAR13","Eryngium aromaticum Baldw.","species",,"Dalea","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"0978FAF55D3C4E79ADE308C1250F8917","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIOVO","Dichanthelium ovale (Elliott) Gould & C.A. Clark var. ovale","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"29EBC7B222DE47CDB200F6828684817D","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ASINI2","Astranthium integrifolium (Michx.) Nutt. ssp. integrifolium","subspecies",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"9D91E74F116545EC81CFC524727E5D3E","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STSY","Stillingia sylvatica L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"7C6B96BD28154CB791E2B4A9F077D717","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","COER","Commelina erecta L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"1372E410B5DD45CEA686525BB7F5DBC4","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","PTAQ","Pteridium aquilinum (L.) Kuhn","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"FEE76CA42EDA494E9FEC5190D9C98082","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Eupotorium","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,2
"47B8D9D55AD24678A7C79F64DE4CFAC7","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","POACEA","Poaceae sp.","family",,"Andropogon","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,2
"A86F4278AF6F49A5A090D5DEAE9626D8","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHCI3","Rhynchosia cinerea Nash","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"460B4F9D52C849ED9B9C73AD34446736","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","POACEA","Poaceae sp.","family",,"Blue Andropogon","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,2
"D8FDA8183634464595DEEC5F0B5ACFBB","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIMI5","Licania michauxii Prance","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"FEEF52CFA9274EBF9164CAC4A7C8C08A","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"B0641C1AA06F4A0D85D14F0441779AEB","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","TRUR","Tragia urens L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"D6DBF577F8EE49BE806FC4F3D679BBB2","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Solidago Tortifolia?","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,2
"DD2C05F9745143CCBF7DEAE32315E666","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"C62DA12DC5BE423D8435D3C66D43D3A9","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","BUCI","Bulbostylis ciliatifolia (Elliott) Fernald","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"5BA0FF06C2FB4DB39C380942237F3787","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CARPH","Carphephorus sp.","genus",,"Bright Green Rosette","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
"651836362EEA47B69C8092D786F2C8EC","D03","OSBS",,"40",29.703909,-81.956866,"WGS84",2.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRPU5","Crotalaria purshii DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0,0
