"uid","domainID","siteID","plotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","nlcdClass","elevation","elevationUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","missingRecords100m2QF"
"573787B61EEB4EF886D3AA75523EF170","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRAR2","Croton argyranthemus Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"8C263F3CE768440A813AE96CA9F44A40","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIAC","Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"E1DD4F22F8B2489EA0C79B57BDEAEF9E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","MUCA2","Muhlenbergia capillaris (Lam.) Trin.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"41D79C6D91BD47E5972355F6FDBD383E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DISP2","Dichanthelium sphaerocarpon (Elliott) Gould","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3AE4902567024A9D91D8B948F74A0D70","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DEFL3","Desmodium floridanum Chapm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"B288D871D3BC4D2C850CD3F7CED35CD0","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ERHI2","Erechtites hieraciifolia (L.) Raf. ex DC.","species",,"rough latuca","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"51CE9CF0822341FABAF8EAE617B966E5","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Solidago Tortifolia","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"135AF46C763F4F38A7E87342D6EB95A1","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STSY","Stillingia sylvatica L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"17F5D8D636F94A09AC4A3DCF20204CD5","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CYPL4","Cyperus planifolius Rich.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"CD268875C9544E7CAF8584460B10E4A0","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LITE6","Liatris tenuifolia Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"C865A7B4B31B4F8AB08F9DCA95BB502A","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CNURS","Cnidoscolus urens (L.) Arthur var. stimulosus (Michx.) Govaerts","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"A7C9AC4AB6FD4143976BE37FEAE92124","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Aster","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","Canyza albida",,,0,0,0
"CB9754D7622A45999C1B175BD80C782B","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","QUGE2","Quercus geminata Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"40E35D71935C4E248D1DFDF36A27A210","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","POGR11","Polygala grandiflora Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"2CE203207398469A8E90F6763596C03E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","SOLID","Solidago sp.","genus",,"Solidago","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"30FE3121F7544F6BAA1E56CD81195B33","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DYOB","Dyschoriste oblongifolia (Michx.) Kuntze","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"0BD4F8AC38FA4589A239ACBF6CE3F1BA","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","SMSM","Smilax smallii Morong","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"E87596AE6DE64B21989706F11CA8084B","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CYRE5","Cyperus retrorsus Chapm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"B9B617BE589E49F9A7BC24BDA8342216","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIOV","Dichanthelium ovale (Elliott) Gould & C.A. Clark","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"F5AC1FA6D29646A18C59BB6B6604EA7B","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRFL2","Crataegus flava Aiton","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3459EE0EBD3343168B11238AF83D7741","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","HYWR3","Hypoxis wrightii (Baker) Brackett","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"0175A15D04AF423E8B2E02D955CEF311","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","SOTO2","Solidago tortifolia Elliott","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"645C619CFAC2499D8C5D6BEA975D6F4E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CHFL2","Chapmannia floridana Torr. & A. Gray","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"48827DECD2904064A1D45D001FAC3890","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","PASE5","Paspalum setaceum Michx.","species",,"Paspalum","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"6229E84A6E3D42D6AD025719AB741EB4","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","GARE2","Galactia regularis (L.) Britton, Sterns & Poggenb.","species",,"Galactia","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"85A54E73EC1149F09AEE8EA442CF5F13","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STBI2","Stylosanthes biflora (L.) Britton, Sterns & Poggenb.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"550D0AA58882454B811A312370CF3057","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIOVO","Dichanthelium ovale (Elliott) Gould & C.A. Clark var. ovale","variety","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"17FD1B1EC86F4E68843816C70C561796","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CLMA4","Clitoria mariana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"0319C5A30FC847BF8EABF25AD3DDD061","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","PECA25","Pediomelum canescens (Michx.) Rydb.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"E39BC6125C7341389D32B2F494BE2EF3","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHCO","Rhus copallinum L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"9516852852004769917A4C39F33AC20A","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","GAVO","Galactia volubilis (L.) Britton","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"01824F35B0F540D08D193B5572DBC82A","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","QULA2","Quercus laevis Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"7B882E2982384CBC9B329342D6188A32","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","QUMA6","Quercus margarettae (Ashe) Small","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"11F17E3B607C4A01B0560DFB38668FA6","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","GARE2","Galactia regularis (L.) Britton, Sterns & Poggenb.","species",,"Galactica","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"0DBA43C2236445D482275974F0C574DD","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Eupotorium","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3BB8F2B12CF2415086D9F297718727CC","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIDI6","Dichanthelium dichotomum (L.) Gould","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"8885FE8AE3E749858F1321992F6A38DA","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRRO5","Crotalaria rotundifolia Walter ex J.F. Gmel.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"B5622B8013FC43FEAE96B5A6B054F60C","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIMI5","Licania michauxii Prance","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"45BB1775A1964974BB75CBBB963CA549","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","VEAN","Vernonia angustifolia Michx.","species","aff. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"7925CF85410F42C688FC6A17051A3689","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRPU5","Crotalaria purshii DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"D7B113D045644275BDDA3DC06447ED02","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","HOPR","Houstonia procumbens (Walter ex J.F. Gmel.) Standl.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"C3A20DFD253B4BFD8871B8855A0E4AD9","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","HIGR3","Hieracium gronovii L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"930EC194D23D49FCB8748DE07F79A12F","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","SMAU","Smilax auriculata Walter","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"BDD9302D226E4E08A1C20241C10327CA","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHCI3","Rhynchosia cinerea Nash","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"DBBCDCFC80434DA5A0785B9B955D398C","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","EUCO7","Eupatorium compositifolium Walter","species",,"Fuzzy dalea","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3F01046E355F408CAE95F6ACCDD7D249","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","AEVI","Aeschynomene viscidula Michx.","species",,"Tephrosia","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3882F97E765746D6A7F798754F132CC8","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CUPRES","Cupressaceae sp.","family",,"Beak Sedge","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"5B6F76223316475A828BDAEB3B3547A0","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","HIERA","Hieracium sp.","genus",,"Sm Hairy Purple Rosette","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"47456B690AFB4CD38044E85FC7814F25","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","FABACE","Fabaceae sp.","family",,"Tephrosia","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","brown hairs",,,0,0,0
"68BF28ADFF8049D6BE38696A3B608D77","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","SOSE","Solidago sempervirens L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"ABA802A99CA74ECC9EF94056648B78FE","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RUCAC","Ruellia caroliniensis (J.F. Gmel.) Steud. ssp. ciliosa (Pursh) R.W. Long","subspecies",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"931D7DB2807B4A4A96BF266874DA0041","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","HIME","Hieracium megacephalon Nash","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"9FC39CAAADD048BD8024A5D3D210FC55","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ARNOG","Arnoglossum sp.","genus",,"Giant wet leaf","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","root smells",,,0,0,0
"93D0CC37E67446C6B9ED3DE3C165A40E","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STCA6","Stylodon carneus (Medik.) Moldenke","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"BFC36B9D59B34F02948FBE61D558A9C0","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ASIN12","Asimina incana (W. Bartram) Exell","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"6819EB5CAEA5471DB40DEE1BFFB551FB","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHHA","Rhynchospora harveyi W. Boott","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"F81DB3E0F61049EDAF6AB4A6AAE1F561","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CAGR25","Callisia graminea (Small) G. Tucker","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"2FFA154ECD6B443181B1AE7B3D30472F","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","PIGR4","Pityopsis graminifolia (Michx.) Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"20E10A3C8FA9448DAFB78AD7F32183AC","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STPAA","Stylisma patens (Desr.) Myint ssp. angustifolia (Nash) Myint","subspecies",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"7B06552E8B454B49B3C7D9C882DDDE08","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","SCIN2","Scutellaria integrifolia L.","species","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"B4FD8898247B46FEB5C5B2CC6FFE7254","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","POACEA","Poaceae sp.","family",,"Andropogon","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"CA5B90BC69CF4348B4186DF86E4E4119","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ERAR13","Eryngium aromaticum Baldw.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"ADEE08490D2B431E99412385A9AE225A","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","TRUR","Tragia urens L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"D245FC0F80094C2EBAF9E4F600E5FD46","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHRE","Rhynchosia reniformis DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"CB97548233624F978C243D4CE8C41524","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","BUCI","Bulbostylis ciliatifolia (Elliott) Fernald","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"A3E3D79507D64DBC81C5784E1389BE94","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","SYCO3","Symphyotrichum concolor (L.) G.L. Nesom","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"929C100D2A734ABF9A4270057BB5FE78","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LEHI2","Lespedeza hirta (L.) Hornem.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"ADEFDA7E00634D659002C98EAB62DB6D","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Rhynchospora","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"987D3CBCA964430E9C90904018B58641","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"1E753747E53540F1B13452F5E4E87BD7","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRPU","Crataegus punctata Jacq.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"D5D6E48B4F1D48688BC7F630BE8D329F","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","PIPA2","Pinus palustris Mill.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"3E6D4DCB27F346AD956EB2089274F8B1","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","POACEA","Poaceae sp.","family",,"Blue Andropogon","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"A5F31364446A43EB88F3F95E6A15F408","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ERTO2","Eriogonum tomentosum Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"14224E71B0C0461FB0EACCC38437A900","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CEVI2","Centrosema virginianum (L.) Benth.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"70EA9C9069554DFDB8BB1F5770C05D49","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","MIMI22","Mimosa microphylla Dryand.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
"7E521D06C17344CEB703300D21867A8F","D03","OSBS",,,,,,"evergreenForest",,,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CARPH","Carphephorus sp.","genus",,"Bright green rosette","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K",,,,0,0,0
