"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","percentCover","heightPlantOver300cm","heightPlantSpecies","samplingProtocol","identificationReferences","measuredBy","recordedBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","duplicateTaxonIDBoutPer1m2QF","missingRecords1m2QF"
"E7FF41436E984D3DB1B0E56A7CFB0FBE","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RUCAC","Ruellia caroliniensis (J.F. Gmel.) Steud. ssp. ciliosa (Pursh) R.W. Long","subspecies",,,0.5,"N",6.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"86D689361B2640B6B76FC7E90674C350","D03","OSBS",,"40.3.1",29.703949,-81.956912,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","QULA2","Quercus laevis Walter","species",,,10,"N",34.3,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"8DF15484C8354E58B4873A24EBB4E61C","D03","OSBS",,"41.1.1",29.703865,-81.956811,"WGS84",0.4,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIOV","Dichanthelium ovale (Elliott) Gould & C.A. Clark","species",,,0.5,"N",9.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"B1C972F3FD0147298DF2EEB8F8E50971","D03","OSBS",,"41.1.1",29.703865,-81.956811,"WGS84",0.4,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STPAA","Stylisma patens (Desr.) Myint ssp. angustifolia (Nash) Myint","subspecies",,,0.5,"N",10.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"7E142DDB24454191934799AD0F187B77","D03","OSBS",,"41.1.1",29.703865,-81.956811,"WGS84",0.4,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ERTO2","Eriogonum tomentosum Michx.","species",,,0.5,"N",5.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"E7B0583DDEF14D0BBC65F1E96F584C3A","D03","OSBS",,"41.1.1",29.703865,-81.956811,"WGS84",0.4,"2013-07-01",1,"DIV.OSBS.2013.1","Y","QULA2","Quercus laevis Walter","species",,,1,"N",33.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"EE1134C2872E46AEA7DADDB8714B12F1","D03","OSBS",,"41.4.1",29.703949,-81.956726,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRFL2","Crataegus flava Aiton","species",,,0.5,"N",9.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"140461ABBB70470EBABC26E21E6FC1FD","D03","OSBS",,"40.3.1",29.703949,-81.956912,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LITE6","Liatris tenuifolia Nutt.","species",,,0.5,"N",31.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"C8256FAFE8E84AF2AA8795AA8312F78F","D03","OSBS",,"41.4.1",29.703949,-81.956726,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIMI5","Licania michauxii Prance","species",,,1,"N",13.7,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"F38DCD5044D14C47BFBFC9659B47A436","D03","OSBS",,"41.4.1",29.703949,-81.956726,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","VEAN","Vernonia angustifolia Michx.","species",,,0.5,"N",9.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"48183F09B3B94A079518EBE074E2ABDD","D03","OSBS",,"41.4.1",29.703949,-81.956726,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CEVI2","Centrosema virginianum (L.) Benth.","species",,,0.5,"N",9.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"D5D44E38515F4294AFCA1BB199334F57","D03","OSBS",,"31.1.1",29.703777,-81.956919,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIPA8","Liatris pauciflora Pursh","species",,,1,"N",30.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"990FECD07A764F3B8D77CB7F5B9124D2","D03","OSBS",,"31.1.1",29.703777,-81.956919,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","BUCI","Bulbostylis ciliatifolia (Elliott) Fernald","species",,,0.5,"N",19.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"EF10B5CFEC554059943E2FD2BDD7B631","D03","OSBS",,"41.4.1",29.703949,-81.956726,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHRE","Rhynchosia reniformis DC.","species",,,0.5,"N",10.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"E581EF2089FD4FF7A7C33945C2EDB834","D03","OSBS",,"31.1.1",29.703777,-81.956919,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","QULA2","Quercus laevis Walter","species",,,7,"N",39.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"F594CF3B70C34105BD461FAA75DCED26","D03","OSBS",,"31.1.1",29.703777,-81.956919,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STPAA","Stylisma patens (Desr.) Myint ssp. angustifolia (Nash) Myint","subspecies",,,0.5,"N",4.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"93EA1C2162C9407CB12C5A2BFF0E5DAD","D03","OSBS",,"31.1.1",29.703777,-81.956919,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","TRUR","Tragia urens L.","species",,,0.5,"N",27.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"B1FA1BDEE84E49FA86A177302A29F93F","D03","OSBS",,"31.1.1",29.703777,-81.956919,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DISP2","Dichanthelium sphaerocarpon (Elliott) Gould","species",,,0.5,"N",12.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"3FB3D9AA4EBA41189AC0371700A2C8F1","D03","OSBS",,"31.1.1",29.703777,-81.956919,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DYOB","Dyschoriste oblongifolia (Michx.) Kuntze","species",,,1,"N",13.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"E690F8B1FF414A229C46B68F5F4E90EE","D03","OSBS",,"31.1.1",29.703777,-81.956919,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIDI6","Dichanthelium dichotomum (L.) Gould","species",,,0.5,"N",13.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"B26A8334E4114BE98C4360EECF2FDE28","D03","OSBS",,"31.4.1",29.703856,-81.956822,"WGS84",0.4,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","species",,,0.5,"N",16.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"11F9D54A9646409CA157CD9168D88939","D03","OSBS",,"31.4.1",29.703856,-81.956822,"WGS84",0.4,"2013-07-01",1,"DIV.OSBS.2013.1","Y","COER","Commelina erecta L.","species",,,0.5,"N",14.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"665859CE4F3A42EC954668C0CBAB6ADE","D03","OSBS",,"31.1.1",29.703777,-81.956919,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","POACEA","Poaceae sp.","family",,"Andropogon",3,"N",67.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"C1098A45E70E43EF9BDAE315AEC1C0CA","D03","OSBS",,"31.1.1",29.703777,-81.956919,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHCI3","Rhynchosia cinerea Nash","species",,,0.5,"N",2.8,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"1C2F83423CBE41E79DF152A744B35336","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STCA6","Stylodon carneus (Medik.) Moldenke","species",,,0.5,"N",20.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"3932798C22004C86BFAC9C761D3255C2","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","COER","Commelina erecta L.","species",,,0.5,"N",5.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"D374B31C93AD4A7B9A34E346C6B6B96D","D03","OSBS",,"31.1.1",29.703777,-81.956919,"WGS84",0.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIMI5","Licania michauxii Prance","species",,,3,"N",14.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"98ED6BB72E5B41FFA54470A2CAE6DD87","D03","OSBS",,"31.4.1",29.703856,-81.956822,"WGS84",0.4,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Solidago Tortifolia",0.5,"N",27.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"8827EEF65EA844C1A98FF0AAD104C65D","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIMI5","Licania michauxii Prance","species",,,3,"N",16.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"CA8F2A0637DE4F62A117C5DE0AF34CA7","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","FABACE","Fabaceae sp.","family",,"Tephrosia",0.5,"N",15.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"66A5BFD374204E42BDBBE3230147360A","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,7,"N",60.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"D0763C933C334AD999D3BAD8C15AB1E2","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DYOB","Dyschoriste oblongifolia (Michx.) Kuntze","species",,,0.5,"N",10.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"9927A22EF8B34AB3A951AFE247EBF15E","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"ARSE3 like plant",0.5,"N",7.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,2,0
"2869B2389FF747C7AE54BA2064C14FD5","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHCI3","Rhynchosia cinerea Nash","species",,,0.5,"N",8.8,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"9D019B2BDA7F4BD79B37E6EFA287DE39","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CEVI2","Centrosema virginianum (L.) Benth.","species",,,0.5,"N",19.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"FE2E96AC32244E5B9FED5C6D48EA9E53","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIAC","Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark","species","cf. species",,1,"N",19.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"28FD0015A634451D95EEEFAFCB3C81FD","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIOVO","Dichanthelium ovale (Elliott) Gould & C.A. Clark var. ovale","variety","cf. species",,0.5,"N",12.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"A92EC5F4B9B74255BC96555D1F71827E","D03","OSBS",,"32.2.1",29.703787,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","HOPR","Houstonia procumbens (Walter ex J.F. Gmel.) Standl.","species",,,1,"N",3.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"CC4A9667BCA84658B29A7F167B4D94E1","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Solidago Tortifolia?",0.5,"N",25.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,2,0
"52333BE930364BA485045CF9BFA4FAEE","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","POGR11","Polygala grandiflora Walter","species",,,0.5,"N",8.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"394280C62B76456096A88ADEF6B5C4DF","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","QULA2","Quercus laevis Walter","species",,,18,"N",60.4,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"E117BB60B74246BE89F2E42547B3E707","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"Latuca",0.5,"N",7.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,2,0
"AF8BC924E2A545A8BBF97DBE49995C7C","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RUCAC","Ruellia caroliniensis (J.F. Gmel.) Steud. ssp. ciliosa (Pursh) R.W. Long","subspecies",,,0.5,"N",14.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"52908411F38746E5B45AC20F73CA0E00","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIMI5","Licania michauxii Prance","species",,,1,"N",12.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"64A4495DBD204D1C902994816C521AB0","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","species",,,0.5,"N",12.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"A28089E5638A4E34BF6DB901D468E8A0","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STCA6","Stylodon carneus (Medik.) Moldenke","species",,,0.5,"N",12.6,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"7EF13CC2E6E947F2B35D9493A737FEBA","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","COER","Commelina erecta L.","species",,,0.5,"N",8.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"28DCF02A06A6405895A375548EB822D8","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CLMA4","Clitoria mariana L.","species",,,5,"N",37.1,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"6A2BE695DBCB4E488C95EE337EF050E2","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","GAVO","Galactia volubilis (L.) Britton","species",,,0.5,"N",9.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"C744348B1C934320A9FFB40C3E4BB51D","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","FABACE","Fabaceae sp.","family",,"Tephrosia",1,"N",22.5,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","brown hairs",,,0,0
"3B516FA8F7484F69B5A5044B5F33659E","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STBI2","Stylosanthes biflora (L.) Britton, Sterns & Poggenb.","species",,,0.5,"N",37.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"B3F37F57A0FC4028946EE7C961626C7F","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHCI3","Rhynchosia cinerea Nash","species",,,1,"N",4.8,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
"D5CFD25C75574F36A56BE4AF0FEA6FBB","D03","OSBS",,"32.4.1",29.703868,-81.956733,"WGS84",0.7,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LITE6","Liatris tenuifolia Nutt.","species","cf. species",,0.5,"N",66.0,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0
