"uid","domainID","siteID","plotID","subplotID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","date","boutNumber","eventID","targetTaxaPresent","taxonID","scientificName","taxonRank","identificationQualifier","morphospeciesID","samplingProtocol","identificationReferences","measuredBy","recordedBy","taxonIDRemarks","morphospeciesIDRemarks","remarks","missingRecords1m2QF","missingRecords10m2QF","duplicateTaxonIDPerBout10m2QF"
"62D3C35149814BA1AADD71E8BE8CC430","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHCI3","Rhynchosia cinerea Nash","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"A8E1B22816494769B6B5CD60516042C4","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","POACEA","Poaceae sp.","family",,"Andropogon","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"A493C5F2B2DB452380D084D9C034B21D","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ASINI2","Astranthium integrifolium (Michx.) Nutt. ssp. integrifolium","subspecies",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"758A5818BEBE429A9E1A2A7AC0A5FA31","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","TRUR","Tragia urens L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"5545319577AA4186AF193CB62B5FF545","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","MIMI22","Mimosa microphylla Dryand.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"C818B52945B24EB4AB0CBFDA722C0510","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","QULA2","Quercus laevis Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"3A9A7B6513C34C3D8CF9A04DDE847AD6","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LEMI","Lechea minor L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"2B189D2DE2954BC49614978E8DCBDAB4","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"111BAD200B3B4836AD7036D907B0E511","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRRO5","Crotalaria rotundifolia Walter ex J.F. Gmel.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"533B6282D08C4CDABE4761167B1A909B","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIMI5","Licania michauxii Prance","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"DA583802AE7844D7A37AE9EA5998160D","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRPU","Crataegus punctata Jacq.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"42B96348713544B1B194DD53FBE1133F","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIPA8","Liatris pauciflora Pursh","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"1A451F49DBD141DE94420889FBDB7750","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ERAR13","Eryngium aromaticum Baldw.","species",,"Dalea","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"C627A7A9D5D544FA827CE792EFE6BEEF","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","PASE5","Paspalum setaceum Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"CB4D93A71D8846EF91E964A912F5D5C7","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHCI3","Rhynchosia cinerea Nash","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"B81BC68F728244E98AC8146639640BBE","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHRE","Rhynchosia reniformis DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"1390867BEF534BB3B70D9E11BB3A4458","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STSY","Stillingia sylvatica L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"38B0FD829F2D48C4B88D32529073FC29","D03","OSBS",,"31.4.10",29.703846,-81.956833,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","COER","Commelina erecta L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"BE81F04EADC240C3ADB2CF85A950D08A","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","AEVI","Aeschynomene viscidula Michx.","species",,"Tephrosia","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,2
"C44B734462B445029798E938367626A3","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CEVI2","Centrosema virginianum (L.) Benth.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"B808FFA8DF1D485A9E32BAAA1DCB31FD","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIMI5","Licania michauxii Prance","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"68BCC932FC18454E81CBFB9074AD5245","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","HOPR","Houstonia procumbens (Walter ex J.F. Gmel.) Standl.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"538C629847A9405D97EDAC16EF20049D","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"E3647390A69D4C7E81A6856793C6E358","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","COER","Commelina erecta L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"2FE17F0C12C8407495C48B1636060C70","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRPU5","Crotalaria purshii DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"AA44D948816949458B044998EAB9622C","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","MIMI22","Mimosa microphylla Dryand.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"B85639D6022B42C0AA3228E2E4EA4CE8","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","2PLANT","Unknown plant","kingdom",,"ARSE3 like plant","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"C73A7142868F42BD9641C65C97F71AD8","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIOVO","Dichanthelium ovale (Elliott) Gould & C.A. Clark var. ovale","variety","cf. species",,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"187390652DBA433DA39DAE3E9EB61AEA","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","HIERA","Hieracium sp.","genus",,"HIME","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"A68AAFCCC6704FCDB66FC0F06BBD2BDF","D03","OSBS",,"32.4.10",29.703858,-81.956745,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","RHRE","Rhynchosia reniformis DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"92CF3EFEB92340FF866B722068657F42","D03","OSBS",,"32.4.10",29.703858,-81.956745,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","PIGR4","Pityopsis graminifolia (Michx.) Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"F0CF9804272B4FCE83D87829BAA26EA5","D03","OSBS",,"32.4.10",29.703858,-81.956745,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","QULA2","Quercus laevis Walter","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"854B08E4A82F4CBE899468FE8957ABF6","D03","OSBS",,"32.2.10",29.703796,-81.956744,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CYRE5","Cyperus retrorsus Chapm.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"88A3439EBCF94F50AFEB3A54992D8B37","D03","OSBS",,"32.4.10",29.703858,-81.956745,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ASIN12","Asimina incana (W. Bartram) Exell","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"15C23DA8CA6A4815B3D105648FF13F47","D03","OSBS",,"32.4.10",29.703858,-81.956745,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ERTO2","Eriogonum tomentosum Michx.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"0D3A93D975C54006A8A700754282517E","D03","OSBS",,"32.4.10",29.703858,-81.956745,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ARNOG","Arnoglossum sp.","genus",,"Giant wet leaf","NEON.DOC.014042","Lucas Majure FL","qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3","root smells",,,0,0,0
"81DA4FD2E7DE4156886AB9D1F6C97050","D03","OSBS",,"32.4.10",29.703858,-81.956745,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CLMA4","Clitoria mariana L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"A50C07D2807F4C6180D2CFEBB3552DC0","D03","OSBS",,"32.4.10",29.703858,-81.956745,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CUPRES","Cupressaceae sp.","family",,"Beak Sedge","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"001FD066C09A41BB99C0CFBF4BA857C4","D03","OSBS",,"40.1.10",29.703878,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LITE6","Liatris tenuifolia Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"20E581CF1C7F424A818BA957B88E8426","D03","OSBS",,"40.1.10",29.703878,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CNURS","Cnidoscolus urens (L.) Arthur var. stimulosus (Michx.) Govaerts","variety",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"F95CB325780C4C7C99B10D8EB0EDA503","D03","OSBS",,"40.1.10",29.703878,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","STBI2","Stylosanthes biflora (L.) Britton, Sterns & Poggenb.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"B7AC4AFB51B6493E90FA8DF4ACD58A66","D03","OSBS",,"40.1.10",29.703878,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","BUCI","Bulbostylis ciliatifolia (Elliott) Fernald","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"4CC63117565A40A0B27FAD4C4036F69C","D03","OSBS",,"40.1.10",29.703878,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LEMI","Lechea minor L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"1492A643873B40CAB89842690951C1A5","D03","OSBS",,"32.4.10",29.703858,-81.956745,"WGS84",1.5,"2013-07-01",1,"DIV.OSBS.2013.1","Y","GAVO","Galactia volubilis (L.) Britton","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"CFF15CB75419403BB6B7F8E6658CBF78","D03","OSBS",,"40.1.10",29.703878,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CRPU5","Crotalaria purshii DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"4AF7E230D9A54D658014B15C6ECB4B77","D03","OSBS",,"40.1.10",29.703878,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","POACEA","Poaceae sp.","family",,"Andropogon","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"E6440B53FC544771BA882EB71A45FDC1","D03","OSBS",,"40.3.10",29.703940,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","COER","Commelina erecta L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"B02633DF5EC3442C8DD141F891B8BD62","D03","OSBS",,"40.1.10",29.703878,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DYOB","Dyschoriste oblongifolia (Michx.) Kuntze","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"972CC2DAD02C4EF4B17AEDC01EE455BC","D03","OSBS",,"40.3.10",29.703940,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","PIGR4","Pityopsis graminifolia (Michx.) Nutt.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"7BB14CA0F6234318B49C6BE90349F902","D03","OSBS",,"40.3.10",29.703940,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LEMI","Lechea minor L.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"180C2C142AAE461083484A52E05AA05D","D03","OSBS",,"40.3.10",29.703940,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","LIMI5","Licania michauxii Prance","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"69C9CADE67C54FCDBF89093F2B5783CA","D03","OSBS",,"40.3.10",29.703940,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","SOSE5","Sorghastrum secundum (Elliott) Nash","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"C1EA387A3E964CA0BCD98ABAF0CF201C","D03","OSBS",,"40.3.10",29.703940,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DEOB5","Desmodium obtusum (Muhl. ex Willd.) DC.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"3680E825DCEC43A6ADA77E89EE2CE8AC","D03","OSBS",,"40.3.10",29.703940,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ARBE7","Aristida beyrichiana Trin. & Rupr.","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"DA67B5B6D8E949DC818B3FE5918AF0BF","D03","OSBS",,"40.3.10",29.703940,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","DIAC","Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"E3F6EC3520634B228A40DEC6ECC558C0","D03","OSBS",,"40.3.10",29.703940,-81.956901,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","CAGR25","Callisia graminea (Small) G. Tucker","species",,,"NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
"E3078D44E9944C30A2288D4EE050C450","D03","OSBS",,"41.1.10",29.703875,-81.956800,"WGS84",1.2,"2013-07-01",1,"DIV.OSBS.2013.1","Y","ERHI2","Erechtites hieraciifolia (L.) Raf. ex DC.","species",,"rough latuca","NEON.DOC.014042",,"qwd4SsQjkwojVAYuvLRi2I6c493EEc9K","6FdE+Uj2AbmtocNLrE61Efb6QfVsaKH3",,,,0,0,0
